,Bonos Serie A,,,,
Vida media (años),10,08,8,48,7,25,6,28,5,50
TIR,5,435%,5,435%,5,435%,5,435%,5,435%
Duración (años),6,77,5,94,5,26,4,70,4,23
Vencimiento final,26 08 2030,25 02 2028,25 11 2025,27 11 2023,25 02 2022
(en años),22,17,19,67,17,42,15,42,13,67
