Cartera de préstamos hipotecarios al día 19.05.2008
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Extremadura,558 2,45,43.211.086,45 1,96
Galicia,37 0,16,3.364.967,78 0,15
Castilla-León,390 1,72,33.461.450,11 1,52
Madrid,91 0,40,12.561.024,63 0,57
Castilla La Mancha,33 0,15,3.493.207,39 0,16
Murcia,25 0,11,3.408.669,96 0,15
Navarra,1.631 7,18,203.614.487,24 9,23
La Rioja,425 1,87,50.584.924,46 2,29
Comunidad Valenciana,6.664 29,32,615.209.363,60 27,88
Total 22.731 100,00 2.206.326.931,03 100,00,,
