Cartera de préstamos hipotecarios al día 19.05.2008
Clasificación por principal pendiente,,,
Intervalo de principal
(en euros),Préstamos hipotecarios
Nº. %,Principal pendiente
(euros) %,
550.000,00 -574.999,99,3 0,01,1.706.062,60 0,08,
575.000,00 -599.999,99,1 0,00,585.439,39 0,03,
600.000,00 -624.999,99,1 0,00,600.000,00 0,03,
Total 22.731 100,00 2.206.326.931,03 100,00,,,
,Principal medio:,97.062,47,
,Principal mínimo:,2.650,33,
,Principal máximo:,600.000,00,
