Retrasos en el pago de cuotas vencidas al día 19.05.2008,,
Intervalo Préstamos Principal pendiente Principal vencido no pagado
Días hipotecarios de vencer % s/ Principal
pendiente total,,
Corriente de pagos,21.290 2.057.853.161,29,
Entre 1 y 15 días,866 86.099.368,72,148.617,11 0,0067
Entre 16 y 30 días,364 38.821.989,98,66.985,87 0,0030
Entre 31 y 60 días,205 22.953.385,47,75.906,63 0,0034
Entre 61 y 90 días,6 599.025,57,2.901,90 0,0001
Total 22.731 2.206.326.931,03 294.411,51 0,0133,,
