Cartera de préstamos hipotecarios al día 19.05.2008
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos hipotecarios,Principal pendiente,(%) Principal
pendiente/
V. Tasación *
,%,(euros) %,
0,01 - 5,00,26 0,11,372.859,74 0,02,4,18
5,01 - 10,00,183 0,81,4.223.412,74 0,19,8,27
10,01 - 15,00,435 1,91,13.223.494,67 0,60,12,94
15,01 - 20,00,744 3,27,26.394.026,95 1,20,17,85
20,01 - 25,00,944 4,15,40.999.894,59 1,86,22,59
25,01 - 30,00,1.048 4,61,54.635.376,11 2,48,27,66
