Cartera de préstamos hipotecarios al día 19.05.2008
Clasificación por el tipo de interés nominal aplicable,,,,,,
Intervalo % Tipo Interés,Préstamos hipotecarios
%,,Principal pendiente
(euros) %,,%Tipo*
interés,
6,50 - 6,74,129 0,57,,7.736.541,95 0,35,,6,59,
6,75 - 6,99,28 0,12,,1.390.307,02 0,06,,6,83,
7,00 - 7,24,12 0,05,,483.795,09 0,02,,7,12,
7,25 - 7,49,8 0,04,,351.740,03 0,02,,7,31,
7,50 - 7,74,6 0,03,,439.295,33 0,02,,7,60,
8,00 - 8,24,2 0,01,,27.985,01 0,00,,8,00,
Total 22.731 100,00 2.206.326.931,03 100,00,,,,,,
Media ponderada: 5,35 %
Media simple: 5,42 %
Mínimo: 3,50 %
Máximo: 8,00 %
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,Media ponderada:,,,,5,35,%
,Media simple:,,,,5,42,%
,Mínimo:,,,,3,50,%
,Máximo:,,,,8,00,%
