Principal sobre el que se calculan los intereses del Periodo de Devengo en euros: 100.000,,,,,,,,
,,,,,,,,Euros
Intereses devengados por un Bono A:,,100.000,x,90/360,x,2,255%,=,563,75
Intereses devengados por un Bono B:,,100.000,x,90/360,x,2,485%,=,621,25
