Cartera de Préstamos Hipotecarios a 29 de mayo de 2007,,,,,
Clasificación por finlidad del Préstamo Hipotecario,,,,,
Finalidad,Préstamos Hipoteca-
rios,,,Principal Pendiente,
,Nº,%,,Importe,%
Adquisición, construcción o rehabilita-
ción de vivienda residencial situada en
España
Cualquier finalidad,5.298 88,92%
660 11,08%,,,820.762.704,87 87,37%
118.682.331,99 12,63%,
Total Cartera,5.958,100%,,939.445.036,86,100,00%
