Cartera de Préstamos Hipotecarios a 29 de mayo de 2007,,,,,,,,
,Cartera de Préstamos Hipotecarios a 29 de mayo de 2007,,,,,,,
Clasificación por Índices de Referencia,,,,,,,,
,Clasificación por Índices de Referencia,,,,,,,
Índice Referencia,,,Préstamos Hipoteca-
rios,,Principal Pendiente,,,
,,,,,,Principal Pendiente,,
,,Nº,,%,Importe,,%,
,,,Nº,,,Importe,,%
EURIBOR
IRMH
MIBOR
TIPO FIJO,,5.851 98,20%
100 1,68%
6 0,10%
1 0,02%,,,923.771.544,82 98,33%
13.118.739,72 1,40%
2.430.901,56 0,26%
123.850,76 0,01%,,,
Total Cartera,,5.958,,100,00%,939.445.036,86,,100,00%,
,,,5.958,,,939.445.036,86,,100,00%
