,PEUGEOT,,,4,787,,,6.59%,,,59,471,778,,,6.00%,
New
Used,,,6
4,781,,,0.01%
6.58%,,,109,739
59,362,039,,,0.01%
5.99%,,
,OPEL,,,5,049,,,6.95%,,,58,921,011,,,5.95%,
New
Used,,,1,294
3,755,,,1.78%
5.17%,,,20,255,784
38,665,227,,,2.04%
3.90%,,
,RENAULT,,,5,189,,,7.15%,,,55,504,950,,,5.60%,
New
Used,,,467
4,722,,,0.64%
6.50%,,,8,122,962
47,381,988,,,0.82%
4.78%,,
,AUDI,,,3,219,,,4.43%,,,54,574,821,,,5.51%,
New
Used,,,174
3,045,,,0.24%
4.19%,,,4,491,930
50,082,891,,,0.45%
5.06%,,
,MERCEDES-BENZ,,,2,698,,,3.72%,,,50,774,830,,,5.13%,
New
Used,,,190
2,508,,,0.26%
3.45%,,,4,802,412
45,972,418,,,0.48%
4.64%,,
,NISSAN,,,3,420,,,4.71%,,,46,151,322,,,4.66%,
New
Used,,,520
2,900,,,0.72%
3.99%,,,9,571,555
36,579,767,,,0.97%
3.69%,,
,CITROEN,,,3,984,,,5.49%,,,43,328,099,,,4.37%,
New
Used,,,5
3,979,,,0.01%
5.48%,,,81,394
43,246,706,,,0.01%
4.37%,,
,BMW,,,2,412,,,3.32%,,,39,852,215,,,4.02%,
New
Used,,,76
2,336,,,0.10%
3.22%,,,2,280,550
37,571,665,,,0.23%
3.79%,,
,TOYOTA,,,2,715,,,3.74%,,,37,496,381,,,3.78%,
New
Used,,,623
2,092,,,0.86%
2.88%,,,11,102,735
26,393,646,,,1.12%
2.66%,,
,FIAT,,,2,494,,,3.43%,,,23,914,332,,,2.41%,
New
Used,,,436
2,058,,,0.60%
2.83%,,,5,798,752
18,115,581,,,0.59%
1.83%,,
,MITSUBISHI,,,1,298,,,1.79%,,,17,789,696,,,1.80%,
New
Used,,,946
352,,,1.30%
0.48%,,,13,182,382
4,607,315,,,1.33%
0.47%,,
,MAZDA,,,1,213,,,1.67%,,,17,367,524,,,1.75%,
New
Used,,,519
694,,,0.71%
0.96%,,,8,329,812
9,037,713,,,0.84%
0.91%,,
,DACIA,,,1,448,,,1.99%,,,15,008,049,,,1.51%,
New
Used,,,548
900,,,0.75%
1.24%,,,7,369,665
7,638,384,,,0.74%
0.77%,,
,SSANGYONG,,,910,,,1.25%,,,14,267,269,,,1.44%,
New
Used,,,754
156,,,1.04%
0.21%,,,12,374,924
1,892,345,,,1.25%
0.19%,,
,SKODA,,,1,050,,,1.45%,,,12,849,656,,,1.30%,
New
Used,,,254
796,,,0.35%
1.10%,,,4,448,323
8,401,333,,,0.45%
0.85%,,
,SUZUKI,,,660,,,0.91%,,,10,034,536,,,1.01%,
New
Used,,,539
121,,,0.74%
0.17%,,,8,432,497
1,602,039,,,0.85%
0.16%,,
,VOLVO,,,524,,,0.72%,,,8,940,259,,,0.90%,
