Assets (EUR Amount),,Liabilities (EUR Amount),
Receivables 700,000,000
Cash Reserve 7,000,000
Treasury Account 4,700,000
Deferred Expense 141,400,,Class A 572,000,000
Class B 32,500,000
Class C 22,500,000
Class D 45,000,000
Class E 28,000,000
Class F 7,000,000
Subordinated Loan 4,841,400,
Total,711,841,400,Total,711,841,400
