,,,,Serie A2,,Serie B,,Serie C,,Serie D,,Serie E
,,,Serie A1,,Serie A2,,Serie B,,Serie C,,Serie D,
,Tipo de Interés,4,143%,,4,183%,,4,413%,,4,663%,,6,763%,,7,763%
,Nominal,,,,,,,,,,,
