BALANCE DEL FONDO (en su origen)
EUROS,,,
ACTIVO,,PASIVO,
Participaciones y Certificados*
Fondo de Reserva,2.000.000.000
70.000.000,Serie A
Serie B
Serie C,1.900.000.000
100.000.000
70.000.000
Tesorería***,370.000,Préstamo Subordinado (1ª dispoisión)**,370.000
,,,
TOTAL ACTIVO,2.070.370.000,TOTAL PASIVO,2.070.370.000
