,,,31.12.2006,,31.12.2005,,(A)/(B)
,,,,,,,
,BALANCE (miles de euros),,,,,,
,,,,,,1,275,
,,,,,,,1,262
,,,,,,,1,336
,,,,,,,1,212
,,,,,,,1,313
,,,,,,,1,125
,,,,,,,1,116
,,,,,,,
,CUENTA DE RESULTADOS (miles de euros),,,,,,
,,,,,,,1,243
,,,,,,,1,242
,,,,,,,1,251
,,,,,,,1,564
,,,,,,,0,321
,,,,,,,0,338
,,,,,,,
,,,4.416.583,,3.618.455,,1,221
,,,396.762,,279.111,,1,422
,,,3.882.165,,3.139.337,,1,237
RATIOS RELEVANTES (%),,,,,,,
,,,1,24,,0,97,,
,,,9,98,,42,00,,
,,,0,90,,3,24,,
,,,1,02,,3,73,,
,,,45,13,,53,74,,
,,,52,11,,61,85,,
,,,0,49,,0,57,,
,,,410,88,,368,38,,
,,,,,,,
RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,,
,,,11,10,,12,28,,
,,,1,74,,0,55,,
,,,12,84,,12,83,,
,,,,,,,
,INFORMACIÓN ADICIONAL,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
