,,31.12.2006,,31.12.2005,,(A)/(B),
,,,31.12.2006,,31.12.2005,,(A)/(B)
,,(A),,(B),,,
,,,(A),,(B),,
BALANCE (Millones de euros),BALANCE (Millones de euros),,,,,,
,,1.015,62,,852,73,,1,191,
,,,1.015,62,,852,73,,1,191
,,858,06,,726,10,,1,182,
,,,858,06,,726,10,,1,182
,,900,28,,759,05,,1,186,
,,,900,28,,759,05,,1,186
,,11,09,,3,14,,3,532,
,,,11,09,,3,14,,3,532
,,911,37,,762,18,,1,196,
,,,911,37,,762,18,,1,196
,,81,84,,72,43,,1,130,
,,,81,84,,72,43,,1,130
,,81,75,,72,43,,1,129,
,,,81,75,,72,43,,1,129
,,,,,,,
,,,,,,,
CUENTA DE RESULTADOS (Millones de euros),CUENTA DE RESULTADOS (Millones de euros),,,,,,
,,,,,,,
,,26,46,,22,21,,1,191,
,,,26,46,,22,21,,1,191
,,31,37,,26,84,,1,169,
,,,31,37,,26,84,,1,169
,,31,34,,27,02,,1,160,
,,,31,34,,27,02,,1,160
,,13,89,,10,87,,1,278,
,,,13,89,,10,87,,1,278
,,7,36,,6,22,,1,183,
,,,7,36,,6,22,,1,183
,,4,78,,4,01,,1,192,
,,,4,78,,4,01,,1,192
,,,,,,,
,,,,,,,
RATIOS RELEVANTES (%),RATIOS RELEVANTES (%),,,,,,
,,1,54,,1,40,,,
,,,1,54,,1,40,,
,,6,21,,5,70,,,
,,,6,21,,5,70,,
,,0,53,,0,52,,,
,,,0,53,,0,52,,
,,0,61,,0,57,,,
,,,0,61,,0,57,,
,,55,93,,59,63,,,
,,,55,93,,59,63,,
,,58,29,,62,52,,,
,,,58,29,,62,52,,
,,0,79,,0,67,,,
,,,0,79,,0,67,,
,,295,51,,342,65,,,
,,,295,51,,342,65,,
,,,,,,,
,,,,,,,
RATIOS DE CAPITAL (NORMATIVA BIS) (%),RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,
,,8,19,,7,85,,,
,,,8,19,,7,85,,
,,10,80,,10,48,,,
,,,10,80,,10,48,,
,,9,05,,8,80,,,
,,,9,05,,8,80,,
,,,,,,,
,,,,,,,
INFORMACIÓN ADICIONAL,INFORMACIÓN ADICIONAL,,,,,,
,,474.782,,382.995,,,
,,,474.782,,382.995,,
,,35.831,,34.474,,,
,,,35.831,,34.474,,
,,278,,261,,,
,,,278,,261,,
,,102,,98,,,
,,,102,,98,,
