DIRECCION
GENERAL,LT,LGP,PP,PH,CTO,CC,DC,A,TARJ,DCV,ECTO,ECC
€,500.000,300.000,200.000,500.000,200.000,200.000,200.000,150.000,30.000,120.000,120.000,120.000
