INFORMACIÓN ADICIONAL,,,,,
,,,,,
,,0,23,,,
,0,39,,0,23,,
,,31.381,,,
,33.151,,31.381,,
,,236,,,
,247,,236,,
,,70,,,
,72,,70,,
