,,,,,
,TOTAL,GARANTIA,GARANTIA,DESCUBIERTO EN,DESCUBIERTO EN
,CLIENTE,HIPOTECARIA,PERSONAL,CUENTA,POLIZA
,,,,,
,2.000.000,2.000.000,1.500.000,(b),
COMISION EJECUTIVA,,,,,
,> 2.000.000,> 2.000.000,> 1.500.000,(b),
CONSEJO RECTOR,,,,,
