Cartera de préstamos hipotecarios al día 14.06.2005
Clasificación por fecha de vencimiento final,,,
Año de vencimiento final,Préstamos
%,Principal pendiente
(euros) %,Vida Residual *
Meses Fecha
2028,637 4,28,66.057.597,61 3,75,278,36 25.08.2028
2029,1.779 11,96,227.806.051,44 12,94,288,86 10.07.2029
2030,139 0,93,12.079.238,23 0,69,300,79 8.07.2030
2031,136 0,91,14.125.669,82 0,80,313,37 26.07.2031
2032,201 1,35,20.255.647,11 1,15,324,90 11.07.2032
2033,592 3,98,74.677.033,67 4,24,338,60 1.09.2033
2034,3.224 21,67,506.016.466,77 28,74,349,22 21.07.2034
2035,39 0,26,5.628.798,92 0,32,361,19 21.07.2035
2036,42 0,28,4.361.452,76 0,25,373,33 24.07.2036
2037,56 0,38,5.743.700,69 0,33,385,03 15.07.2037
2038,230 1,55,36.154.652,05 2,05,399,03 15.09.2038
2039,1.504 10,11,271.696.035,82 15,43,409,50 30.07.2039
2040,2 0,01,465.854,62 0,03,415,59 1.02.2040
Total 14.876 100,00 1.760.762.446,70 100,00,,,
Media ponderada: 302,50
Media simple: 273,89
Mínimo: 7,10 16.01.2006
Máximo: 416,16 18.02.2040
*Vida residual (meses y fecha) son medias ponderadas por el principal pendiente.,,,
