Retrasos en el pago de cuotas vencidas al día 14.06.2005
Intervalo Préstamos Principal pendiente Principal vencido no pagado
días de vencer % s/ Principal
pendiente total
De 1 a 15 días 183 20.403.255,67 45.620,31 0,0026%
De 16 a 30 días 47 5.076.436,49 8.931,12 0,0005%
De 31 a 60 días 43 4.906.567,06 28.108,06 0,0016%
De 61 a 90 días 13 1.801.975,67 12.010,55 0,0007%
Total 286 32.188.234,89 94.670,04 0,0054%
