Cartera de préstamos hipotecarios al día 14.06.2005
Clasificación por principal pendiente de vencer,,
Intervalo de principal pendiente
(en euros),Préstamos
Nº. %,Principal pendiente
(euros) %
0,00 - 19.999,99,687 4,62,10.734.577,36 0,61
20.000,00 - 39.999,99,1.765 11,86,52.168.269,08 2,96
40.000,00 - 59.999,99,1.567 10,53,79.825.126,07 4,53
60.000,00 - 79.999,99,1.630 10,96,114.766.423,04 6,52
80.000,00 - 99.999,99,1.754 11,79,157.597.234,43 8,95
100.000,00 - 119.999,99,1.574 10,58,174.227.633,94 9,90
120.000,00 - 139.999,99,1.129 7,59,146.570.155,20 8,32
140.000,00 - 159.999,99,1.177 7,91,175.910.966,10 9,99
160.000,00 - 179.999,99,961 6,46,163.903.396,83 9,31
180.000,00 - 199.999,99,619 4,16,117.606.322,69 6,68
200.000,00 - 219.999,99,527 3,54,109.992.331,70 6,25
220.000,00 - 239.999,99,380 2,55,87.447.404,00 4,97
240.000,00 - 259.999,99,242 1,63,60.430.199,60 3,43
260.000,00 - 279.999,99,187 1,26,50.324.575,27 2,86
280.000,00 - 299.999,99,162 1,09,47.012.554,51 2,67
300.000,00 - 319.999,99,78 0,52,24.103.286,89 1,37
320.000,00 - 339.999,99,85 0,57,27.886.612,31 1,58
340.000,00 - 359.999,99,60 0,40,20.957.080,20 1,19
360.000,00 - 379.999,99,42 0,28,15.513.242,47 0,88
380.000,00 - 399.999,99,54 0,36,20.946.427,03 1,19
400.000,00 - 419.999,99,29 0,19,11.891.875,79 0,68
420.000,00 - 439.999,99,32 0,22,13.709.851,54 0,78
440.000,00 - 459.999,99,10 0,07,4.474.304,79 0,25
460.000,00 - 479.999,99,30 0,20,14.090.399,19 0,80
480.000,00 - 499.999,99,15 0,10,7.364.814,47 0,42
500.000,00 - 519.999,99,8 0,05,4.045.494,72 0,23
520.000,00 - 539.999,99,11 0,07,5.830.431,55 0,33
540.000,00 - 559.999,99,8 0,05,4.389.804,49 0,25
560.000,00 - 579.999,99,4 0,03,2.296.205,64 0,13
580.000,00 - 599.999,99,5 0,03,2.945.843,50 0,17
600.000,00 - 619.999,99,6 0,04,3.663.847,15 0,21
620.000,00 - 639.999,99,4 0,03,2.534.891,52 0,14
640.000,00 - 659.999,99,3 0,02,1.939.896,43 0,11
660.000,00 - 679.999,99,3 0,02,1.989.039,28 0,11
680.000,00 - 699.999,99,7 0,05,4.803.762,70 0,27
700.000,00 - 719.999,99,2 0,01,1.409.806,24 0,08
720.000,00 - 739.999,99,4 0,03,2.908.128,44 0,17
740.000,00 - 759.999,99,2 0,01,1.483.627,42 0,08
760.000,00 - 779.999,99,3 0,02,2.294.401,49 0,13
780.000,00 - 799.999,99,2 0,01,1.571.362,30 0,09
800.000,00 - 819.999,99,1 0,01,816.621,36 0,05
820.000,00 - 839.999,99,1 0,01,838.604,40 0,05
840.000,00 - 859.999,99,1 0,01,841.231,32 0,05
860.000,00 - 879.999,99,1 0,01,870.000,00 0,05
900.000,00 - 919.999,99,1 0,01,912.819,80 0,05
940.000,00 - 959.999,99,1 0,01,945.408,75 0,05
980.000,00 - 999.999,99,2 0,01,1.976.153,70 0,11
Total 14.876 100,00 1.760.762.446,70 100,00,,
Principal medio: 118.362,63
Principal mínimo: 4.059,32
Principal máximo: 990.119,72,,
