Cartera de préstamos hipotecarios al día 14.06.2005
Clasificación por Comunidades Autónomas,,
Comunidades Autónomas,Préstamos
%,Principal pendiente
(euros) %
Andalucía,1.649 11,08,171.141.748,03 9,72
Aragón,271 1,82,27.191.485,57 1,54
Asturias,285 1,92,26.451.113,79 1,50
Baleares,365 2,45,43.702.652,91 2,48
Canarias,735 4,94,73.329.811,49 4,16
Cantabria,365 2,45,34.677.475,00 1,97
Cataluña,2.158 14,51,273.569.577,06 15,54
País Vasco,1.203 8,09,156.425.300,13 8,88
Extremadura,88 0,59,7.600.832,68 0,43
Galicia,390 2,62,38.601.065,53 2,19
Castilla-León,501 3,37,48.727.534,15 2,77
Madrid,4.160 27,96,624.840.724,20 35,49
Castilla La Mancha,301 2,02,28.162.091,93 1,60
Murcia,301 2,02,24.145.341,62 1,37
Navarra,41 0,28,4.884.725,17 0,28
La Rioja,57 0,38,6.973.817,53 0,40
Comunidad Valenciana,2.006 13,48,170.337.149,91 9,67
Total 14.876 100,00 1.760.762.446,70 100,00,,
