Cartera de préstamos hipotecarios al día 14.06.2005
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos
%,Principal pendiente
(euros) %,(%) Principal
pendiente*/
V. Tasación **
0,01 - 5,00,15 0,10,218.289,99 0,01,4,37
5,01 - 10,00,130 0,87,3.872.970,19 0,22,8,11
10,01 - 15,00,238 1,60,9.783.418,48 0,56,12,90
15,01 - 20,00,371 2,49,19.728.690,00 1,12,17,74
20,01 - 25,00,472 3,17,30.910.481,11 1,76,22,81
25,01 - 30,00,603 4,05,42.912.368,63 2,44,27,81
30,01 - 35,00,735 4,94,62.307.519,17 3,54,32,58
35,01 - 40,00,888 5,97,79.922.440,03 4,54,37,58
40,01 - 45,00,1.030 6,92,108.203.728,00 6,15,42,60
45,01 - 50,00,1.133 7,62,122.359.605,26 6,95,47,60
50,01 - 55,00,1.197 8,05,134.599.800,00 7,64,52,55
55,01 - 60,00,1.289 8,66,160.747.714,27 9,13,57,56
60,01 - 65,00,1.283 8,62,162.208.214,10 9,21,62,50
65,01 - 70,00,1.318 8,86,177.396.014,94 10,07,67,56
70,01 - 75,00,1.187 7,98,174.383.210,25 9,90,72,61
75,01 - 80,00,1.729 11,62,268.510.997,65 15,25,77,65
80,01 - 85,00,464 3,12,73.719.006,03 4,19,82,47
