,Bonos Serie A2,,,,
Vida media (años),8,46,7,30,6,38,5,66,5,05
TIR,2,312%,2,312%,2,312%,2,312%,2,312%
Duración,7,24,6,36,5,63,5,05,4,56
Vencimiento final,21 03 2024,21 03 2022,23 03 2020,21 09 2018,21 03 2017
(en años),18,73,16,73,14,74,13,23,11,73
,Bonos Serie B,,,,
Vida media (años),13,17,11,45,9,99,8,85,7,87
TIR,2,446%,2,446%,2,446%,2,446%,2,446%
Duración,7,13,6,27,5,56,4,99,4,51
Vencimiento final,21 03 2024,21 03 2022,23 03 2020,21 09 2018,21 03 2017
(en años),18,73,16,73,14,74,13,23,11,73
