Cartera de Disposiciones Iniciales a 8 de junio de 2006
RETRASOS EN EL PAGO DE CUOTAS VENCIDAS AL DÍA 8 DE JUNIO DE 2006
Principal vencido
PRINCIPAL PENDIENTE no pagado % s/ principal
Intervalo días de vencer pendiente total
Sin morosidad 9.757 1.308.155.519,51 0 0%
De 1 a 30 días 2.787 399.558.030,56 661.482,14 0.036%
De 30 a 60 días 612 85.955.860.34 298.275,41 0.016%
De 60 a 90 días 273 35.246.160,57 198.024,88 0.011%
Total 13.429 1.828.915.570,97 1.157.782,43 0.063%
