Duración,5% TAA,10% TAA,15% TAA
Bono A1,1,294,0,855,0,650
Bono A2,6,799,4,662,3,492
Bono A3*,14,088,11,227,8,815
Bono B,11,419,8,660,6,639
Bono C,11,112,8,476,6,526
Bono D,9,669,7,588,5,972
Valor NAS-IO,1,572,1,572,1,572
