Duración,,,
,5% TAA,10% TAA,15% TAA
Clase 1,,,
,,,
A1a,5,31,3,70,2,79
A1b,14,03,11,13,8,86
B1,11,15,8,54,6,60
C1,10,82,8,35,6,48
D1,8,84,7,10,5,68
