Duración,,,
,5% TAA,10% TAA,15% TAA
Clase 2,,,
,,,
A2a,5,59,3,62,2,65
A2b,14,99,11,35,8,83
B2,12,43,9,12,6,90
C2,12,02,8,89,6,76
D2,9,33,7,32,5,79
