,Vida media (años),15,73
2,684%,10,87
2,684%,7,91
2,684%
Bono B2,,,,
,TIR,,,
,,,,
,Vida media (años),15,73
3,098%,10,87
3,098%,7,91
3,098%
Bono C2,,,,
,TIR,,,
,,,,
,Vida media (años),15,73
6,405%,10,87
6,405%,7,91
6,404%
Bono D2,,,,
,TIR,,,
,,,,
,,28/03/2025,30/12/2019,28/06/2016
Fecha de Liquidación,,,,
Anticipada del Fondo,,,,
,,,,
