FECHAS EURIBOR 3 meses BONO A BONO B BONO C BONO D
25-abr-06 2,790% 2,930% 3,140% 3,390% 6,790%
24-abr-06 2,783% 2,923% 3,133% 3,383% 6,783%
21-abr-06 2,779% 2,919% 3,129% 3,379% 6,779%
20-abr-06 2,776% 2,916% 3,126% 3,376% 6,776%
19-abr-06 2,770% 2,910% 3,120% 3,370% 6,770%
18-abr-06 2,769% 2,909% 3,119% 3,369% 6,769%
13-abr-06 2,765% 2,905% 3,115% 3,365% 6,765%
12-abr-06 2,764% 2,904% 3,114% 3,364% 6,764%
11-abr-06 2,762% 2,902% 3,112% 3,362% 6,762%
10-abr-06 2,763% 2,903% 3,113% 3,363% 6,763%
7-abr-06 2,764% 2,904% 3,114% 3,364% 6,764%
6-abr-06 2,831% 2,971% 3,181% 3,431% 6,831%
5-abr-06 2,824% 2,964% 3,174% 3,424% 6,824%
4-abr-06 2,822% 2,962% 3,172% 3,422% 6,822%
3-abr-06 2,818% 2,958% 3,168% 3,418% 6,818%
