CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 3
(División por Localización Geográfica de la Garantía)

VENCIMIEN
VENCIMIEN
TO TIPO
TO INICIAL
RESIDUAL ACTUAL
PONDERAD
PROVINCIA SALDO ACTUAL SALDO PONDERAD PONDERAD Min. TIPO Máx. TIPO
NUM O POR
GARANTÍA EUROS ACTUAL % O POR O POR ACTUAL ACTUAL
SALDO
SALDO SALDO
INICIAL
ACTUAL ACTUAL
(meses)
(meses)
ALAVA 3 342.002,53 0,03 261 248 3,38 3,16 3,64
ALBACETE 49 5.396.958,57 0,41 323 300 3,08 2,55 3,76
ALICANTE 262 21.230.754,35 1,63 287 263 3,32 2,55 4,25
ALMERIA 8 1.173.207,89 0,09 298 287 3,23 2,62 3,86
ASTURIAS 135 11.913.648,66 0,92 313 291 3,19 2,62 4,00
AVILA 17 1.047.747,18 0,08 291 268 3,36 2,72 3,84
BADAJOZ 46 4.489.318,99 0,35 319 305 3,20 2,62 4,01
BALEARES 46 5.953.566,35 0,46 338 315 3,17 2,60 3,73
BARCELONA 832 93.087.304,52 7,16 342 310 3,33 2,60 4,75
BURGOS 178 18.254.709,20 1,40 320 296 3,05 2,60 3,88
CACERES 54 4.641.554,70 0,36 318 295 3,03 2,62 3,66
CADIZ 26 2.320.781,40 0,18 320 298 3,20 2,67 3,66
CANTABRIA 45 4.408.144,95 0,34 302 277 3,22 2,62 4,00
CASTELLON 341 29.765.295,26 2,29 311 287 3,31 2,60 4,41
CIUDAD REAL 24 1.796.455,75 0,14 298 284 3,21 2,81 3,66
CORDOBA 48 4.569.483,66 0,35 303 281 3,18 2,69 4,33
CUENCA 41 3.270.950,35 0,25 327 304 3,35 2,72 3,88
GERONA 29 2.794.806,44 0,21 330 302 3,35 2,71 6,75
GRANADA 59 4.972.913,64 0,38 331 311 3,28 2,62 4,11
GUADALAJARA 838 71.743.422,53 5,52 291 261 3,28 2,47 4,63
GUIPUZCOA 6 692.049,62 0,05 359 344 3,24 2,72 3,83
HUELVA 3 180.872,65 0,01 282 265 3,26 2,72 3,41
HUESCA 423 31.793.402,39 2,44 290 261 3,32 2,46 6,50
JAEN 97 9.176.509,79 0,71 324 304 3,23 2,62 4,58
LA CORUÑA 20 2.327.598,72 0,18 325 304 3,04 2,67 3,56
LAS PALMAS 89 9.400.488,60 0,72 337 317 3,27 2,67 4,03
LEON 66 5.979.952,95 0,46 334 318 3,10 2,62 3,91
LERIDA 347 30.061.768,39 2,31 318 289 3,35 2,47 5,00
LOGROÑO 517 41.562.885,70 3,20 303 280 3,32 2,62 5,50
LUGO 2 101.613,01 0,01 250 223 3,02 2,95 3,19
MADRID 4.799 464.824.097,72 35,74 306 277 3,25 2,55 7,00
MALAGA 91 10.205.241,76 0,78 327 306 3,24 2,72 4,50
MURCIA 70 6.081.776,74 0,47 304 275 3,46 2,72 4,00
NAVARRA 253 26.188.853,64 2,01 331 306 3,38 2,60 4,59
ORENSE 47 4.770.881,00 0,37 339 324 3,11 2,67 3,66
PALENCIA 9 832.452,71 0,06 284 249 3,15 2,76 3,50
PONTEVEDRA 31 3.703.038,60 0,28 342 331 3,18 2,72 3,58
S. C. DE TENERIFE 16 1.390.058,33 0,11 288 262 3,28 2,72 3,58
SALAMANCA 22 2.231.266,44 0,17 327 314 3,23 2,81 3,66
SEGOVIA 6 418.732,16 0,03 286 259 3,04 2,62 3,63
SEVILLA 89 8.037.256,51 0,62 317 296 3,22 2,72 3,81
SORIA 108 7.193.495,01 0,55 278 241 3,13 2,72 3,84
TARRAGONA 312 27.988.430,53 2,15 308 282 3,32 2,62 4,25
TERUEL 169 12.268.261,02 0,94 281 251 3,43 2,82 4,25
TOLEDO 166 15.702.267,13 1,21 318 295 3,31 2,60 4,25
VALENCIA 1.101 90.980.758,79 6,99 300 275 3,23 2,42 4,75
VALLADOLID 17 1.144.205,11 0,09 263 221 3,17 2,60 3,50
VIZCAYA 3 440.308,86 0,03 360 334 3,04 2,60 3,53
ZAMORA 6 487.090,33 0,04 264 240 2,99 2,62 3,33
ZARAGOZA 2.222 191.378.703,35 14,71 301 274 3,21 2,42 4,95
TOTALES 14.188 1.300.717.344,48 100,00 308 281 3,26 2,418 7,00
