Cartera de préstamos hipotecarios al día 31.12.2006
Clasificación por Comunidades Autónomas,,
,Préstamos Hipotecarios
%,Principal pendiente
( euros) %
Andalucía,3.080 14,38,441.196.279,31 14,25
Aragón,199 0,93,28.592.740,42 0,92
Asturias,127 0,59,15.793.470,19 0,51
Baleares,812 3,79,144.177.462,43 4,66
Canarias,1.189 5,55,161.677.357,97 5,22
Cantabria,80 0,37,11.529.021,46 0,37
Cataluña,2.577 12,03,453.221.983,28 14,64
Ceuta,2 0,01,449.073,52 0,01
País Vasco,130 0,61,23.502.852,98 0,76
Extremadura,127 0,59,15.116.610,57 0,49
Galicia,206 0,96,25.757.697,39 0,83
Castilla-León,516 2,41,69.603.514,89 2,25
Madrid,1.590 7,42,314.429.425,86 10,16
Castilla La Mancha,981 4,58,131.246.015,83 4,24
Melilla,2 0,01,229.034,61 0,01
Murcia,387 1,81,46.556.927,18 1,50
Navarra,116 0,54,16.388.717,94 0,53
La Rioja,76 0,35,10.962.154,21 0,35
