Cartera de préstamos al día 31.12.2006
Clasificación por Deudor,,
,Préstamos hipotecarios
%,Principal pendiente
(euros) %
Deudor 1,1 0,0047,892.169,76 0,0288
Deudor 2,1 0,0047,880.885,69 0,0285
Deudor 3,1 0,0047,850.846,42 0,0275
Deudor 4,1 0,0047,850.000,00 0,0275
Deudor 5,1 0,0047,835.215,75 0,0270
Deudor 6,1 0,0047,833.334,40 0,0269
Deudor 7,1 0,0047,825.057,54 0,0267
Deudor 8,1 0,0047,796.899,94 0,0257
Deudor 9,1 0,0047,779.534,33 0,0252
Deudor 10,1 0,0047,767.176,87 0,0248
3.087.214.512,95 99,7315
Resto 21.297 Deudores,21.407 99,9533,
Total 21.307 deudores 21.417 100,00000 3.095.525.633,65 100,00000,,
