Cartera de préstamos hipotecarios al día 31.12.2006
Clasificación por principal pendiente,,
Préstamos
Intervalo de principal Principal pendiente
hipotecarios
(en euros) Nº. % (euros) %,,
275.000,00 -299.999,99,258 1,20,73.944.729,51 2,39
300.000,00 -324.999,99,154 0,72,47.900.637,13 1,55
325.000,00 -349.999,99,95 0,44,32.067.871,94 1,04
350.000,00 -374.999,99,71 0,33,25.511.521,61 0,82
375.000,00 -399.999,99,57 0,27,22.026.141,05 0,71
400.000,00 -424.999,99,42 0,20,17.296.030,69 0,56
425.000,00 -449.999,99,24 0,11,10.491.795,40 0,34
450.000,00 -474.999,99,25 0,12,11.535.347,62 0,37
475.000,00 -499.999,99,19 0,09,9.317.521,79 0,30
500.000,00 -524.999,99,8 0,04,4.099.250,02 0,13
525.000,00 -549.999,99,19 0,09,10.190.467,75 0,33
550.000,00 -574.999,99,11 0,05,6.137.472,88 0,20
575.000,00 -599.999,99,5 0,02,2.915.143,74 0,09
600.000,00 -624.999,99,2 0,01,1.208.607,05 0,04
625.000,00 -649.999,99,3 0,01,1.913.726,44 0,06
650.000,00 -674.999,99,2 0,01,1.331.176,21 0,04
675.000,00 -699.999,99,4 0,02,2.737.823,35 0,09
700.000,00 -724.999,99,2 0,01,1.431.511,88 0,05
725.000,00 -749.999,99,2 0,01,1.467.914,78 0,05
750.000,00 -774.999,99,1 0,00,767.176,87 0,02
775.000,00 -799.999,99,2 0,01,1.576.434,27 0,05
825.000,00 -849.999,99,3 0,01,2.493.607,69 0,08
850.000,00 -874.999,99,2 0,01,1.700.846,42 0,05
875.000,00 -899.999,99,2 0,01,1.773.055,45 0,06
Total 21.417 100,00 3.095.525.633,65 100,00,,
Principal medio: 144.535,91
Principal mínimo: 3.427,67
892.169,76
Principal máximo:,,
