V. Residual Número % Saldo Saldo Tipo de interés
Saldo Vivo Saldo Inicial
(años) Préstamos Vivo Medio Medio ponder.
Menor o igual a 5.0 35 1.471.323,44 0,10% 42.038 3.822.759 4,18%
entre 5.1 y 10.0 262 13.486.310,39 0,96% 51.474 24.823.203 4,20%
entre 10.1 y 15.0 484 34.256.682,71 2,43% 70.778 49.578.300 4,12%
entre 15.1 y 20.0 962 85.378.220,81 6,06% 88.751 108.629.457 4,19%
entre 20.1 y 25.0 1.840 195.873.623,60 13,89% 106.453 227.678.219 4,23%
entre 25.1 y 30.0 3.153 483.241.709,73 34,28% 153.264 526.916.987 3,95%
entre 30.1 y 35.0 2.993 573.388.390,19 40,67% 191.576 590.287.676 3,77%
entre 35.1 y 40.0 84 18.270.138,46 1,30% 217.502 18.653.745 3,74%
mas de 40.0 23 4.517.113,26 0,32% 196.396 4.562.226 03,,0804%%
Totales 9.836 1.409.883.512,59 100,00% 143.339 1.554.952.571 3,93%
