Número % Saldo Saldo Tipo de interés
Año Vencimiento Saldo Vivo Saldo Inicial
Préstamos Vivo Medio Medio ponder.
Menor o igual al 2012 61 2.517.033,73 0,18% 41.263 6.501.561 4,19%
2013 - 2014 82 3.782.505,17 0,27% 46.128 7.544.002 4,14%
2015 - 2016 147 8.365.780,07 0,59% 56.910 14.051.796 4,23%
2017 - 2018 134 8.375.011,26 0,59% 62.500 13.344.035 4,16%
2019 - 2020 224 15.942.551,64 1,13% 71.172 23.417.048 4,09%
2021 - 2022 234 17.598.524,81 1,25% 75.207 24.058.562 4,21%
2023 - 2024 256 22.667.280,16 1,61% 88.544 29.152.732 4,10%
2025 - 2026 586 53.686.386,21 3,81% 91.615 66.747.842 4,20%
2027 - 2028 331 32.556.419,53 2,31% 98.358 40.544.554 4,31%
2029 - 2030 916 95.619.034,04 6,78% 104.388 111.258.006 4,22%
2031 - 2032 1.094 125.550.545,00 8,91% 114.763 142.454.856 4,33%
2033 - 2034 1.189 167.194.938,75 11,86% 140.618 185.143.438 4,02%
2035 - 2036 1.478 259.215.270,02 18,39% 175.382 276.540.499 3,79%
2037 - 2038 286 44.227.656,14 3,14% 154.642 47.469.208 4,39%
2039 - 2040 1.296 238.898.542,86 16,94% 184.335 248.122.425 3,69%
2041 - 2042 1.417 291.375.739,90 20,67% 205.629 295.902.238 3,73%
2043 - 2044 5 1.228.529,72 0,09% 245.706 1.265.100 4,14%
Hasta 2056 100 21.081.763,58 1,50% 210.818 21.434.668 3,74%
Totales 9.836 1.409.883.512,59 100,00% 143.339 1.554.952.571 3,93%
