Gastos de Constitución y Administración,Euros
Tasas CNMV,48.994
Registro 39.814,
Supervisión admisión AIAF 9.180,
Tasas AIAF,52.200
Tasas SOCIEDAD DE SISTEMAS,1.740
Entidades de Calificación, Sociedad Gestora,
Asesores legales,621.424
Auditores, gastos notariales y otros,
Subtotal,724.358
Gastos de Emisión y Colocación,
Comisión de Aseguramiento,960.000
Subtotal,960.000
Total,1.684.358
