Número % Saldo Saldo Tipo de interés
LTV Saldo Vivo Saldo Inicial
Préstamos Vivo Medio Medio ponder.
Menos de 10% 42 1.240.284,03 0,09% 29.531 3.600.411 4,15%
entre 11 y 20% 265 12.307.812,89 0,87% 46.445 24.981.960 4,08%
entre 21 y 30% 430 27.699.643,11 1,96% 64.418 43.124.936 4,03%
entre 31 y 40% 549 47.400.877,62 3,36% 86.340 62.938.612 4,06%
entre 41 y 50% 715 79.245.945,70 5,62% 110.833 97.088.182 4,00%
entre 51 y 60% 781 97.625.438,10 6,92% 125.001 114.085.536 4,02%
entre 61 y 70% 831 112.842.784,79 8,00% 135.792 127.279.617 3,99%
entre 71 y 80% 1.146 172.290.181,85 12,22% 150.340 186.138.571 4,00%
entre 81 y 90% 2.305 350.815.715,66 24,88% 152.198 371.832.989 3,95%
entre 91 y 100% 2.772 508.414.828,84 36,06% 183.411 523.881.758 3,84%
Totales 9.836 1.409.883.512,59 100,00% 143.339 1.554.952.571 3,93%
