Provincia Número % Saldo Saldo Tipo de interés
Saldo Vivo Saldo Inicial
deudor Préstamos Vivo Medio Medio ponder.
Gipuzkoa 4.505 613.921.299,97 43,54% 136.276 687.325.556 4,02%
Madrid 2.594 383.525.848,53 27,20% 147.851 426.550.807 3,87%
Barcelona 1.064 172.688.516,32 12,25% 162.301 187.403.220 3,91%
Zaragoza 154 26.520.634,60 1,88% 172.212 27.868.132 3,86%
Valencia 146 22.640.048,45 1,61% 155.069 23.673.555 3,70%
Valladolid 168 20.871.079,81 1,48% 124.233 22.899.823 3,76%
Toledo 91 14.716.802,54 1,04% 161.723 15.390.972 3,87%
Burgos 100 14.204.267,90 1,01% 142.043 15.253.652 3,78%
Alicante 86 11.651.066,00 0,83% 135.478 12.013.301 3,75%
Leon 90 9.328.358,94 0,66% 103.648 9.788.363 3,70%
Otros 838 119.815.589,53 8,50% 142.978 126.785.189 30,,8060%%
Totales 9.836 1.409.883.512,59 100,00% 143.339 1.554.952.571 3,93%
