2.332.327,25 496.008,78 0,00 29.190,47 0,00 2.857.526,50
2.287.486,34 479.643,96 0,00 29.076,57 0,00 2.796.206,88
2.241.703,26 463.587,30 0,00 28.767,50 0,00 2.734.058,05
2.182.533,67 452.805,83 0,00 28.816,47 0,00 2.664.155,97
2.097.970,27 427.862,34 0,00 27.966,32 0,00 2.553.798,93
2.057.064,57 417.896,49 0,00 28.098,57 0,00 2.503.059,63
2.013.177,24 407.893,71 0,00 28.195,24 0,00 2.449.266,19
1.954.891,29 393.641,73 0,00 28.015,89 0,00 2.376.548,91
1.876.983,56 371.561,47 0,00 27.201,07 0,00 2.275.746,10
1.837.403,16 362.524,31 0,00 27.333,66 0,00 2.227.261,13
1.800.149,12 353.470,10 0,00 27.447,98 0,00 2.181.067,19
1.752.150,10 340.721,23 0,00 27.300,52 0,00 2.120.171,85
1.694.868,85 324.749,19 0,00 26.831,54 0,00 2.046.449,58
1.649.570,31 312.870,99 0,00 26.673,18 0,00 1.989.114,48
1.615.032,87 304.605,40 0,00 26.795,91 0,00 1.946.434,18
1.571.244,38 299.541,34 0,00 27.350,60 0,00 1.898.136,32
1.510.972,06 269.791,88 0,00 25.456,48 0,00 1.806.220,42
38.365.617,63 268.391,27 0,00 26.073,95 3.915.000,00 42.575.082,85
