,COBROS
Saldo Saldo Fecha
Fondo Vivo
Reserva "T" CTH's,Principal Intereses Redución de Intereses Reducción Total
Amortizado Netos CTH's y la Cuenta de Reinversión Fondo
CTH's Permuta "T" Amortización "T" Reserva "T"
(1) (2) (3),(4) (5) (6) (7) (8) (9)
TOTALES:,290.000.000,00 61.025.551,96 33.378.076,35 3.538.493,99 7.830.000,00 395.772.122,30
7.830.000,00 285.999.573,52 18-abr-2005
7.830.000,00 278.404.540,39 18-jul-2005
7.830.000,00 270.927.043,31 17-oct-2005
7.830.000,00 263.628.358,3716-ene-2006
7.830.000,00 256.621.923,65 17-abr-2006
7.830.000,00 249.721.839,14 17-jul-2006
7.830.000,00 242.929.388,49 16-oct-2006
7.830.000,00 236.300.210,5416-ene-2007
7.830.000,00 229.935.927,16 16-abr-2007
7.830.000,00 223.670.674,09 16-jul-2007
7.830.000,00 217.505.299,09 16-oct-2007
7.830.000,00 211.489.024,2016-ene-2008
7.830.000,00 205.665.535,56 16-abr-2008
7.830.000,00 199.981.851,88 16-jul-2008
7.830.000,00 194.390.263,48 16-oct-2008
7.830.000,00 188.934.718,8916-ene-2009
7.830.000,00 183.696.241,68 16-abr-2009
7.830.000,00 178.542.061,09 16-jul-2009
7.830.000,00 173.472.832,97 16-oct-2009
7.830.000,00 168.527.730,2218-ene-2010
7.830.000,00 163.778.918,89 16-abr-2010
7.830.000,00 159.107.901,31 16-jul-2010
7.830.000,00 154.515.243,21 18-oct-2010
7.830.000,00 150.035.808,1117-ene-2011
7.830.000,00 145.733.759,73 18-abr-2011
7.641.188,71 141.503.494,54 18-jul-2011
7.416.656,86 137.345.497,37 17-oct-2011
7.197.701,68 133.290.771,8416-ene-2012
6.985.792,17 129.366.521,61 16-abr-2012
6.779.110,13 125.539.076,45 16-jul-2012
6.576.026,84 121.778.274,84 16-oct-2012
6.378.024,34 118.111.561,9116-ene-2013
6.187.820,91 114.589.276,10 16-abr-2013
6.000.969,10 111.129.057,50 16-jul-2013
5.817.549,16 107.732.391,94 16-oct-2013
5.638.766,98 104.421.610,8316-ene-2014
5.467.074,87 101.242.127,29 16-abr-2014
5.298.422,99 98.118.944,24 16-jul-2014
5.132.826,71 95.052.346,42 16-oct-2014
4.971.440,16 92.063.706,6816-ene-2015
4.816.373,27 89.192.097,60 16-abr-2015
4.664.112,80 86.372.459,29 16-jul-2015
4.514.681,13 83.605.206,04 16-oct-2015
4.369.122,15 80.909.669,5018-ene-2016
4.228.285,77 78.301.588,26 18-abr-2016
4.091.084,71 75.760.828,02 18-jul-2016
3.956.492,39 73.268.377,56 17-oct-2016
3.915.000,00 70.841.145,9516-ene-2017
3.915.000,00 68.508.818,70 17-abr-2017
3.915.000,00 66.221.332,36 17-jul-2017
3.915.000,00 63.979.629,10 16-oct-2017
3.915.000,00 61.797.095,4316-ene-2018
3.915.000,00 59.699.125,16 16-abr-2018
3.915.000,00 57.642.060,58 16-jul-2018
3.915.000,00 55.628.883,34 16-oct-2018
3.915.000,00 53.673.992,0516-ene-2019
3.915.000,00 51.797.008,49 16-abr-2019
3.915.000,00 49.959.605,33 16-jul-2019
3.915.000,00 48.159.456,21 16-oct-2019
3.915.000,00 46.407.306,1116-ene-2020
3.915.000,00 44.712.437,26 16-abr-2020
3.915.000,00 43.062.866,95 16-jul-2020
3.915.000,00 41.447.834,07 16-oct-2020
3.915.000,00 39.876.589,6918-ene-2021
3.915.000,00 38.365.617,63 16-abr-2021
0,00 0,00 16-jul-2021,4.000.426,48 1.349.872,88 0,00 37.615,28 0,00 5.387.914,63
7.595.033,14 2.004.459,55 0,00 91.945,35 0,00 9.691.438,04
7.477.497,08 1.951.103,68 0,00 132.169,07 0,00 9.560.769,83
7.298.684,93 1.898.709,17 0,00 171.555,92 0,00 9.368.950,02
7.006.434,72 1.847.662,17 0,00 210.313,80 0,00 9.064.410,69
6.900.084,51 1.798.471,04 33.378.076,35 248.032,57 0,00 42.324.664,46
6.792.450,65 1.749.998,25 0,00 66.292,61 0,00 8.608.741,51
6.629.177,95 1.721.112,08 0,00 66.235,69 0,00 8.416.525,73
6.364.283,38 1.637.841,08 0,00 64.100,43 0,00 8.066.224,88
6.265.253,07 1.611.358,95 0,00 64.337,82 0,00 7.940.949,84
6.165.375,00 1.584.572,42 0,00 64.496,10 0,00 7.814.443,52
6.016.274,89 1.540.898,26 0,00 64.019,58 0,00 7.621.192,73
5.823.488,64 1.482.019,42 0,00 62.745,55 0,00 7.368.253,61
5.683.683,68 1.441.189,00 0,00 62.247,10 0,00 7.187.119,78
5.591.588,39 1.416.664,57 0,00 62.428,72 0,00 7.070.681,69
5.455.544,59 1.377.055,54 0,00 61.994,93 0,00 6.894.595,06
5.238.477,21 1.309.381,31 0,00 60.076,79 0,00 6.607.935,32
5.154.180,59 1.287.156,37 0,00 60.346,04 0,00 6.501.683,00
5.069.228,11 1.264.701,36 0,00 60.549,04 0,00 6.394.478,52
4.945.102,75 1.255.505,97 0,00 61.823,32 0,00 6.262.432,04
4.748.811,33 1.141.919,67 0,00 57.397,85 0,00 5.948.128,85
4.671.017,58 1.147.514,00 0,00 58.613,90 0,00 5.877.145,48
4.592.658,10 1.151.456,31 0,00 60.451,44 0,00 5.804.565,85
4.479.435,10 1.082.529,35 0,00 58.343,69 0,00 5.620.308,13
4.302.048,38 1.051.198,08 0,00 57.845,87 0,00 5.411.092,33
4.230.265,19 1.021.000,86 0,00 57.663,89 188.811,29 5.497.741,23
4.157.997,17 991.291,83 0,00 56.095,43 224.531,85 5.429.916,27
4.054.725,53 962.159,45 0,00 54.244,47 218.955,18 5.290.084,62
3.924.250,23 933.766,17 0,00 52.513,24 211.909,51 5.122.439,15
3.827.445,16 906.254,75 0,00 51.021,68 206.682,04 4.991.403,63
3.760.801,60 889.039,87 0,00 50.096,94 203.083,29 4.903.021,71
3.666.712,93 862.401,27 0,00 48.687,68 198.002,50 4.775.804,38
3.522.285,81 818.287,71 0,00 46.187,49 190.203,43 4.576.964,45
3.460.218,60 802.659,04 0,00 45.389,13 186.851,80 4.495.118,58
3.396.665,55 786.917,16 0,00 44.534,40 183.419,94 4.411.537,05
3.310.781,11 762.858,68 0,00 43.259,20 178.782,18 4.295.681,17
3.179.483,55 723.372,32 0,00 41.014,23 171.692,11 4.115.562,21
3.123.183,05 709.095,65 0,00 40.284,00 168.651,88 4.041.214,59
3.066.597,82 694.717,18 0,00 39.507,69 165.596,28 3.966.418,97
2.988.639,75 672.996,62 0,00 38.356,21 161.386,55 3.861.379,12
2.871.609,08 637.690,62 0,00 36.348,64 155.066,89 3.700.715,23
2.819.638,31 624.623,86 0,00 35.678,43 152.260,47 3.632.201,06
2.767.253,25 611.473,52 0,00 34.966,23 149.431,68 3.563.124,68
2.695.536,54 604.741,23 0,00 34.853,75 145.558,97 3.480.690,49
2.608.081,24 566.566,35 0,00 32.882,37 140.836,39 3.348.366,34
2.540.760,24 548.285,00 0,00 31.873,54 137.201,05 3.258.119,82
2.492.450,46 530.447,87 0,00 30.788,43 134.592,32 3.188.279,08
2.427.231,61 512.987,18 0,00 29.676,57 41.492,39 3.011.387,75
