6.308.089,95 1.010.127,94 0,00 40.822,79 0,00 7.359.040,69
6.070.436,72 986.519,21 0,00 41.385,11 0,00 7.098.341,04
5.810.881,83 912.595,77 0,00 39.704,27 0,00 6.763.181,86
5.590.142,88 871.942,74 0,00 38.941,64 0,00 6.501.027,27
5.424.388,03 832.764,46 0,00 38.037,64 0,00 6.295.190,13
5.221.528,87 794.829,26 0,00 37.047,26 0,00 6.053.405,39
4.972.876,67 758.353,22 0,00 36.357,03 0,00 5.767.586,92
4.819.622,88 723.522,56 0,00 35.943,17 0,00 5.579.088,61
4.672.428,13 689.749,13 0,00 35.163,80 0,00 5.397.341,06
4.491.691,45 664.299,71 0,00 34.837,85 0,00 5.190.829,01
4.273.873,49 618.829,02 0,00 33.498,80 0,00 4.926.201,31
4.110.223,55 595.796,45 0,00 33.313,61 0,00 4.739.333,61
3.883.708,67 573.334,78 0,00 32.875,34 0,00 4.489.918,79
3.649.913,43 545.971,02 0,00 32.191,94 0,00 4.228.076,39
3.409.921,66 508.963,90 0,00 30.817,47 0,00 3.949.703,03
70.242.431,47 490.756,76 0,00 30.705,38 3.725.000,00 74.488.893,60
