,COBROS
Saldo Saldo Fecha
Fondo Vivo
Reserva "P" PH's,Principal Intereses Redución de Intereses Reducción Total
Amortizado Netos PH's y la Cuenta de Reinversión Fondo
PH's Permuta "P" Amortización "P" Reserva "P"
(1) (2) (3),(4) (5) (6) (7) (8) (9)
TOTALES:,745.000.000,00 123.821.555,68 111.629.314,03 5.659.495,72 7.450.000,00 993.560.365,43
7.450.000,00 731.786.031,87 18-abr-2005
7.450.000,00 706.056.223,78 18-jul-2005
7.450.000,00 680.928.027,71 17-oct-2005
7.450.000,00 656.582.650,4116-ene-2006
7.450.000,00 633.370.685,97 17-abr-2006
7.450.000,00 610.689.471,60 17-jul-2006
7.450.000,00 588.550.238,17 16-oct-2006
7.450.000,00 567.131.417,0816-ene-2007
7.450.000,00 546.704.564,53 16-abr-2007
7.450.000,00 526.779.257,77 16-jul-2007
7.450.000,00 507.341.410,76 16-oct-2007
7.450.000,00 488.534.783,1216-ene-2008
7.450.000,00 470.464.059,66 16-abr-2008
7.450.000,00 452.980.891,96 16-jul-2008
7.450.000,00 435.929.680,10 16-oct-2008
7.450.000,00 419.453.524,7916-ene-2009
7.450.000,00 403.755.997,25 16-abr-2009
7.450.000,00 388.455.350,41 16-jul-2009
7.450.000,00 373.533.741,01 16-oct-2009
7.182.260,07 359.113.003,7118-ene-2010
6.907.206,40 345.360.319,76 16-abr-2010
6.639.487,58 331.974.379,12 16-jul-2010
6.378.599,91 318.929.995,29 18-oct-2010
6.126.644,29 306.332.214,3617-ene-2011
5.886.406,31 294.320.315,46 18-abr-2011
5.652.656,90 282.632.844,88 18-jul-2011
5.425.150,50 271.257.525,02 17-oct-2011
5.205.560,63 260.278.031,6716-ene-2012
4.994.941,83 249.747.091,26 16-abr-2012
4.791.890,22 239.594.510,91 16-jul-2012
4.594.242,20 229.712.109,89 16-oct-2012
4.403.627,23 220.181.361,2816-ene-2013
4.221.857,64 211.092.881,76 16-abr-2013
4.045.890,27 202.294.513,68 16-jul-2013
3.876.111,77 193.805.588,35 16-oct-2013
3.725.000,00 185.673.208,6316-ene-2014
3.725.000,00 177.960.360,18 16-abr-2014
3.725.000,00 170.473.591,37 16-jul-2014
3.725.000,00 163.189.383,14 16-oct-2014
3.725.000,00 156.161.773,8916-ene-2015
3.725.000,00 149.456.656,95 16-abr-2015
3.725.000,00 142.952.159,68 16-jul-2015
3.725.000,00 136.644.069,73 16-oct-2015
3.725.000,00 130.573.633,0118-ene-2016
3.725.000,00 124.762.751,18 18-abr-2016
3.725.000,00 119.172.608,30 18-jul-2016
3.725.000,00 113.748.220,26 17-oct-2016
3.725.000,00 108.526.691,4016-ene-2017
3.725.000,00 103.553.814,73 17-abr-2017
3.725.000,00 98.734.191,85 17-jul-2017
3.725.000,00 94.061.763,72 16-oct-2017
3.725.000,00 89.570.072,2716-ene-2018
3.725.000,00 85.296.198,78 16-abr-2018
3.725.000,00 81.185.975,23 16-jul-2018
3.725.000,00 77.302.266,56 16-oct-2018
3.725.000,00 73.652.353,1316-ene-2019
3.725.000,00 70.242.431,47 16-abr-2019
0,00 0,00 16-jul-2019,13.213.968,13 3.466.396,05 0,00 52.730,01 0,00 16.733.094,18
25.729.808,09 5.121.981,91 0,00 201.466,59 0,00 31.053.256,59
25.128.196,07 4.941.442,79 0,00 337.296,59 0,00 30.406.935,46
24.345.377,30 4.765.573,10 0,00 469.167,12 0,00 29.580.117,52
23.211.964,44 4.595.463,28 0,00 598.028,28 0,00 28.405.456,01
22.681.214,37 4.432.699,79 111.629.314,03 722.385,75 0,00 139.465.613,94
22.139.233,43 4.273.562,69 0,00 114.232,01 0,00 26.527.028,12
21.418.821,09 4.163.898,13 0,00 112.395,63 0,00 25.695.114,84
20.426.852,54 3.925.363,40 0,00 107.330,21 0,00 24.459.546,15
19.925.306,77 3.825.773,48 0,00 106.471,20 0,00 23.857.551,45
19.437.847,01 3.726.501,94 0,00 105.469,34 0,00 23.269.818,28
18.806.627,65 3.588.983,43 0,00 103.475,57 0,00 22.499.086,65
18.070.723,45 3.418.418,06 0,00 100.187,26 0,00 21.589.328,77
17.483.167,71 3.291.886,82 0,00 98.187,05 0,00 20.873.241,58
17.051.211,86 3.204.073,65 0,00 97.348,00 0,00 20.352.633,51
16.476.155,31 3.083.459,94 0,00 95.550,18 0,00 19.655.165,44
15.697.527,53 2.902.587,22 0,00 91.406,62 0,00 18.691.521,38
15.300.646,84 2.824.803,09 0,00 90.808,87 0,00 18.216.258,80
14.921.609,40 2.747.336,54 0,00 90.125,92 0,00 17.759.071,87
14.420.737,30 2.699.213,98 0,00 91.482,74 267.739,93 17.479.173,95
13.752.683,95 2.429.483,90 0,00 82.573,55 275.053,68 16.539.795,08
13.385.940,64 2.415.922,70 0,00 81.409,33 267.718,81 16.150.991,48
13.044.383,84 2.398.589,53 0,00 81.956,92 260.887,68 15.785.817,96
12.597.780,93 2.230.776,62 0,00 77.015,57 251.955,62 15.157.528,73
12.011.898,90 2.142.755,04 0,00 73.998,19 240.237,98 14.468.890,11
11.687.470,57 2.058.574,79 0,00 71.799,96 233.749,41 14.051.594,73
11.375.319,86 1.976.619,87 0,00 68.750,02 227.506,40 13.648.196,16
10.979.493,36 1.897.040,48 0,00 65.492,78 219.589,87 13.161.616,48
10.530.940,41 1.820.258,10 0,00 62.591,90 210.618,81 12.624.409,22
10.152.580,35 1.746.558,75 0,00 60.188,34 203.051,61 12.162.379,05
9.882.401,01 1.693.778,45 0,00 58.553,41 197.648,02 11.832.380,89
9.530.748,62 1.623.889,37 0,00 56.391,68 190.614,97 11.401.644,64
9.088.479,52 1.522.729,55 0,00 52.957,59 181.769,59 10.845.936,24
8.798.368,07 1.475.995,73 0,00 51.497,90 175.967,36 10.501.829,06
8.488.925,33 1.429.925,63 0,00 49.863,18 169.778,51 10.138.492,64
8.132.379,72 1.369.953,02 0,00 47.847,26 151.111,77 9.701.291,77
7.712.848,45 1.284.023,44 0,00 44.861,83 0,00 9.041.733,71
7.486.768,80 1.244.259,91 0,00 44.481,17 0,00 8.775.509,88
7.284.208,24 1.204.862,95 0,00 44.084,94 0,00 8.533.156,13
7.027.609,25 1.153.345,60 0,00 43.297,00 0,00 8.224.251,85
6.705.116,94 1.079.705,65 0,00 41.497,36 0,00 7.826.319,94
6.504.497,27 1.044.731,37 0,00 41.197,82 0,00 7.590.426,47
