FondodeTitulización,Constitución,EmisiónBonos
Inicial,Emisión Bonos
Saldo30.06.2013,Emisión Bonos
Saldo31.12.2012,EmisiónBonos
Saldo31.12.2011
,,euros,euros ∆%,euros ∆%,euros
