,BonosSerieA,,
Vidamedia(años),7,31,6,73,6,22
TIR,0,528%,0,528%,0,528%
Duración(años),7,07,6,53,6,04
Vencimientofinal,15012032,15012031,15012030
(enaños),18,48,17,48,16,48
