,,,,Serie B,Serie C,,Serie D,,Serie E
,,,Serie A,,,Serie C,,Serie D,
,Tipo de Interés,5,359%,,5,659%,6,259%,,7,059%,,8,559%
,Nominal,,,,,,,,
