Ratings assigned by,,Meaning
Moody’s,Fitch,
,,with doubtful payment capacity..
---,D,The debt assigned a D is in default. Used
when interest payment or principal has not
been processed on its due date, even if a
grace period remains pending expiration.
---,---,-
