Class of Bonds Fitch’s Rating
Class A1 AAA
Class A2 AAA
Class B A+
Class C A-
Class of Bonds Moody’s Rating
Class A1 Aaa
Class A2 Aaa
Class B Aa3
Class C Baa3
Class of Bonds S&P’s Rating
Class A1 AAA
Class A2 AAA
Class B A
Class C BBB
