% TACP,0,5,10,15,20,25
SERIE A,,,,,,
Vida media
estimada,17,77,10,35,6,72,4,82,3,71,2,98
TIR,2,86%,2,86%,2,86%,2,86%,2,86%,2,86%
Duración
estimada,12,13,8,43,5,83,4,35,3,43,2,80
Vida Final
estimada,30,16,23,91,16,90,12,40,9,65,7,65
Fecha final
estimada,18/06/2036,18/03/2030,18/03/2023,18/09/2018,18/12/2015,18/12/2013
SERIE B,,,,,,
Vida media
estimada,25,79,17,20,11,40,8,20,6,30,5,03
TIR,3,04%,3,04%,3,04%,3,04%,3,04%,3,04%
Duración
estimada,15,49,13,27,9,54,7,20,5,70,4,65
Vida Final
estimada,30,16,23,91,16,90,12,40,9,65,7,65
Fecha final
estimada,18/06/2036,18/03/2030,18/03/2023,18/09/2018,18/12/2015,18/12/2013
