,T= Retraso en tiempo,,,T=18 Meses,,,T= 24 Meses,,,T= 36 Meses,,,T= 48 Meses,
Saldo pte. pago
Préstamos Asociados No
Hipotecarios con seguro de
crédito hipotecario,,,PANH x 25%,,,PANH x 50%,,,PANH x 75%,,,PANH x 100%,,
Saldo pte. pago
Préstamos Asociados No
Hipotecarios sin seguro de
crédito hipotecario,,,PANHx 100%,,,PANH x 100%,,,PANH x 100%,,,PANH x 100%,,
