DESGLOSE POR LTV ACTUAL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,CAPITAL PENDIENTE,,,,,,PRESTAMOS,,,,
,,,,,,,,,,,,,,
,%,,,IMPORTE,,,%,,,Q,,,%,
,,,,,,,,,,,,,,
,0 - 10,,,661.629,44,,,0,15%,,,75,,,0,82%,
,10 - 20,,,7.453.589,33,,,1,64%,,,532,,,5,82%,
,20 - 30,,,16.951.928,14,,,3,73%,,,709,,,7,76%,
,30 - 40,,,19.717.639,61,,,4,34%,,,645,,,7,06%,
,40 - 50,,,36.336.019,52,,,7,99%,,,965,,,10,56%,
,50 - 60,,,94.173.254,11,,,20,71%,,,2.015,,,22,05%,
,60 - 70,,,157.869.647,17,,,34,71%,,,2.708,,,29,63%,
,70 - 80,,,121.608.055,38,,,26,74%,,,1.491,,,16,31%,
,,,,,,,,,,,,,,
,Totales,,,454.771.762,70,,,100%,,,9.140,,,100%,
,,,,,,,,,,,,,,
,LTV mínimo,,,1,17%,,,,,,,,,,
,LTV máximo,,,79,90 %,,,,,,,,,,
,WA LTV,,,60,12%,,,,,,,,,,
