,,,,,,,,,,,,,,DESGLOSE POR AYUDA ACTUAL DE CADA CEDENTE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Principal pendiente,,,,,,,,,,,,,,,Préstamos,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-,,,,,,,
,Cedentes,,,,Subsidiación,,,,,,,,,,,,Sub-total,,,,,,Sub-total,,,Nº de,,,total,,,,,,Sub-total,
,,,,,,,,,,,Importe (€),,,,,,,,,%,,,,,,,,,,,,%,,,,
,,,,,,,,,,,,,,,,,Importe (€),,,,,,%,,,Préstamos,,,Impor-,,,,,,%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,te (€),,,,,,,
,,,,,Algún tipo de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAIXA,,,,ayuda,,,,,,222.897.951,87,,,,,,,,,49,01%,,,,,,3.742,,,,,,40,94%,,,,
,CATALUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YA,,,,Sin ayuda,,,,,,54.119.691,81,,,,,,,,,11,90%,,,,,,1.014,,,,,,11,09%,,,,
,,,,,,,,,,,,,,,,,277.017.643,68,,,,,,60,914%,,,,,,4.756,,,,,,52,035%,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Algún tipo de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAIXA,,,,ayuda,,,,,,69.926.791,82,,,,,,,,,15,38%,,,,,,1.218,,,,,,13,33%,,,,
,MANRESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sin ayuda,,,,,,4.531.817,64,,,,,,,,,1,00%,,,,,,72,,,,,,0,79%,,,,
,,,,,Total,,,,,,,,,,,,74.458.609,46,,,,,,16,373%,,,,,,1.290,,,,,,14,114%,
,,,,,Algún tipo de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAIXA,,,,ayuda,,,,,,6.647.595,26,,,,,,,,,1,46%,,,,,,146,,,,,,1,60%,,,,
,PENEDÈS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sin ayuda,,,,,,49.116.433,64,,,,,,,,,10,80%,,,,,,1.939,,,,,,21,21%,,,,
,,,,,Total,,,,,,,,,,,,55.764.028,90,,,,,,12,262%,,,,,,2.085,,,,,,22,812%,
,,,,,Algún tipo de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAIXA,,,,ayuda,,,,,,24.375.439,47,,,,,,,,,5,36%,,,,,,420,,,,,,4,60%,,,,
,TERRASSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sin ayuda,,,,,,23.156.041,19,,,,,,,,,5,09%,,,,,,589,,,,,,6,44%,,,,
,,,,,Total,,,,,,,,,,,,47.531.480,66,,,,,,10,452%,,,,,,1.009,,,,,,11,039%,
,Totales,,,,Total,,,,,,454.771.762,70,,,,,,,,,100,00%,,,,,,9.140,,,,,,100,00%,,,,
