Desglose de garantía personal de terceros Principal pendiente Préstamos
(avalista o cotitulares)
Importe (€) % Número de préstamos %
Con garantía personal de terceros (con avalista o cotitulares) 322.385.646,42 37,3% 28.901 34,7%
Sin garantía personal de terceros (sin avalista o cotitulares) 542.283.712,68 62,7% 54.279 65,3%
Totales 864.669.359,10 100% 83.180 100%

