Principal pendiente Préstamos
Fecha de vencimiento
Importe (€) % Número de préstamos %
2014 4.594,24 0,0% 3 0,0%
2015 6.399.814,25 0,7% 2.580 3,1%
2016 31.946.919,77 3,7% 6.765 8,1%
2017 89.307.696,56 10,3% 12.159 14,6%
2018 217.905.264,16 25,2% 22.755 27,4%
2019 196.867.660,95 22,8% 17.144 20,6%
2020 124.499.513,41 14,4% 9.231 11,1%
2021 91.830.026,61 10,6% 6.141 7,4%
2022 42.067.119,55 4,9% 2.612 3,1%
2023 35.314.091,65 4,1% 2136 2,6%
2024 28.526.657,95 3,3% 1654 2,0%
Totales 864.669.359,10 100% 83.180 100%
