FLUJOS POR CADA BONO SIN RETENCIÓN PARA EL TOMADOR TAA=10% (en euros),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Serie A(S),,,,,,,Serie A(G),,,,,,,Serie B,,,,,,,Serie C,,,,,,,Serie D,,,,,,
,,,,Serie A(S),,,,,,,Serie A(G),,,,,,,Serie B,,,,,,,Serie C,,,,,,,Serie D,,,,,
,Fecha de Pago,,,Ppal.,,Inter.,,Flujo,,,Ppal.,,Inter.,,Flujo,,,Ppal.,,Inter.,,Flujo,,,Ppal.,,Inter.,,Flujo,,,Ppal.,,Inter.,,Flujo,
,,,,Amort,,Brutos,,Total,,,Amort,,Brutos,,Total,,,Amort,,Brutos,,Total,,,Amort,,Brutos,,Total,,,Amort,,Brutos,,Total,
30/11/2007
10/01/2008
10/04/2008
10/07/2008
10/10/2008
10/01/2009
10/04/2009
10/07/2009
10/10/2009
10/01/2010
10/04/2010
10/07/2010
10/10/2010
10/01/2011
10/04/2011
10/07/2011
10/10/2011
10/01/2012
10/04/2012
10/07/2012
10/10/2012
10/01/2013
10/04/2013
10/07/2013
10/10/2013
10/01/2014
10/04/2014
10/07/2014,,,0,00 584,83 584,83
0,00 1.195,00 1.195,00
0,00 1.195,00 1.195,00
0,00 1.195,00 1.195,00
0,00 1.195,00 1.195,00
0,00 1.195,00 1.195,00
0,00 1.195,00 1.195,00
0,00 1.195,00 1.195,00
0,00 1.195,00 1.195,00
0,00 1.195,00 1.195,00
7.847,90 1.195,00 9.042,90
9.269,12 1.101,22 10.370,34
9.069,20 990,45 10.059,65
9.006,49 882,07 9.888,56
8.866,46 774,45 9.640,90
8.778,15 668,49 9.446,65
8.331,68 563,59 8.895,27
8.056,96 464,03 8.520,99
7.833,47 367,75 8.201,22
7.621,35 274,14 7.895,49
7.168,60 183,06 7.351,67
6.867,77 97,40 6.965,17
1.282,86 15,33 1.298,19
0,00 0,00 0,00
0,00 0,00 0,00
0,00 0,00 0,00
0,00 0,00 0,00,,,,,,,0,00 572,59 572,59
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
0,00 1.170,00 1.170,00
5.463,94 1.170,00 6.633,94
6.792,21 1.106,07 7.898,28
6.310,70 1.026,60 7.337,30
5.960,82 952,77 6.913,59
5.648,36 883,03 6.531,38,,,,,,,0,00 621,53 621,53
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
0,00 1.270,00 1.270,00
6.828,62 1.270,00 8.098,62
6.694,16 1.183,28 7.877,44
6.219,60 1.098,26 7.317,86
5.874,77 1.019,27 6.894,04
5.566,82 944,66 6.511,48,,,,,,,0,00 676,59 676,59
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
0,00 1.382,50 1.382,50
6.828,62 1.382,50 8.211,12
6.694,16 1.288,09 7.982,25
6.219,60 1.195,55 7.415,15
5.874,77 1.109,56 6.984,33
5.566,82 1.028,34 6.595,16,,,,,,,0,00 1.049,76 1.049,76
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
0,00 2.145,00 2.145,00
1.303,53 2.145,00 3.448,53
6.739,61 2.117,04 8.856,65
6.606,90 1.972,47 8.579,38
6.138,53 1.830,76 7.969,28
5.798,19 1.699,09 7.497,28,,,,,,
