,Bonos Serie D,,,,
Vida media (años),11,35,10,01,8,90,8,03,7,22
TIR,4,310%,4,310%,4,310%,4,310%,4,310%
Duración (años),8,54,7,73,7,04,6,46,5,91
Vencimiento final,18 01 2022,20 04 2020,18 10 2018,18 10 2017,18 07 2016
(en años),16,16,14,42,12,91,11,91,10,66
