Retrasos en el pago de cuotas vencidas al día 17/10/2005
Intervalo Préstamos Principal pendiente Principal vencido no pagado
Días de vencer % s/ Principal
pendiente total
De 1 a 15 días 546 43.271.365,99 151.562,81 0,0131
De 16 a 30 días 284 21.871.231,14 88.319,51 0,0076
De 31 a 60 días 222 16.921.485,37 117.969,08 0,0102
De 61 a 90 días 31 2.771.530,86 32.157,45 0,0028
Total 1.083 84.835.613,36 390.008,85 0,0336
