,Bonos Serie C,,,,
Vida media (años),11,35,10,01,8,90,8,03,7,22
TIR,2,931%,2,931%,2,931%,2,931%,2,931%
Duración (años),9,31,8,37,7,56,6,91,6,28
Vencimiento final,18 01 2022,20 04 2020,18 10 2018,18 10 2017,18 07 2016
(en años),16,16,14,42,12,91,11,91,10,66
