,30.06.2005,31.12.2004,30.06.2004,,?% (A)/(C)
,,,,,
BALANCE (millones de euros),,,,,
,339,87,248,30,234,64,,44,85
,314,88,277,79,255,17,,23,40
,216,35,218,67,191,48,,12,99
,11,4,3,04,2,59,,340,15
,227,75,221,71,194,07,,17,35
,22,31,23,98,22,91,,-2,62
,22,31,23,98,22,91,,-2,62
,,,,,
CUENTA DE RESULTADOS (millones de euros),,,,,
,4,06,7,98,4,12,,-1,46
,5,08,9,73,4,94,,2,83
,5,45,9,78,4,99,,9,22
,1,84,2,6,1,46,,26,03
,1,25,1,17,0,69,,81,16
,1,1,04,0,58,,72,41
,,,,,
RATIOS RELEVANTES (%),,,,,
,1,24,1,15,1,33,,-6,77
,4,48,4,34,2,53,,77,08
,0,67,0,46,0,53,,26,42
,0,45,0,53,0,29,55,17,55,17
,,,,,
,72,7,79,9,77,6,,-6,31
,66,2,73,4,70,7,,-6,36
,1,47,1,11,1,39,,5,76
,141,23,170,24,141,8,,-0,40
,,,,,
RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,
,9,49,11,63,11,23,,-15,49
,8,77,11,64,11,25,,-22,04
,10,83,12,95,12,35,,-12,31
,,,,,
INFORMACIÓN ADICIONAL,,,,,
,253.503,280.583,270.454,,-6,27
,11.711,11.237,10.927,,7,17
,115,107,107,,7,48
,25,25,25,,0,00
