IM BCC CAJAMAR 1, FTA,,,,
ESCENARIO,,0% TAA,5% TAA,10% TAA
Bono A,Vida Media (años),10,39,6,14,4,15
,TIR,0,000%,0,000%,0,000%
,Duración,10,39,6,14,4,15
Bono B,Vida Media (años),24,97,18,32,13,35
,TIR,0,083%,0,083%,0,083%
,Duración,24,70,18,17,13,27
Fecha de Liquidación Anticipada del Fondo,,20/11/2041,20/04/2035,20/03/2030
Tasa de Fallido Neto Acumulado del Fondo,,0,09%,0,09%,0,09%
