,,,,,,,
,EURIBOR,EURIBOR,,,,,
Fecha,,,Interpolación,Bonos A,Bonos B,Bonos C,Bonos D
,3M,4M,,,,,
,,,,,,,
,,,,,,,
31/03/2005,2,147%,2,169%,2,157%,2,287%,2,377%,2,607%,4,157%
29/04/2005,2,126%,2,134%,2,129%,2,259%,2,349%,2,579%,4,129%
31/05/2005,2,127%,2,134%,2,130%,2,260%,2,350%,2,580%,4,130%
30/06/2005,2,106%,2,103%,2,105%,2,235%,2,325%,2,555%,4,105%
29/07/2005,2,125%,2,134%,2,129%,2,259%,2,349%,2,579%,4,129%
31/08/2005,2,134%,2,142%,2,137%,2,267%,2,357%,2,587%,4,137%
30/09/2005,2,176%,2,184%,2,179%,2,309%,2,399%,2,629%,4,179%
31/10/2005,2,263%,2,303%,2,280%,2,410%,2,500%,2,730%,4,280%
30/11/2005,2,473%,2,522%,2,494%,2,624%,2,714%,2,944%,4,494%
30/12/2005,2,488%,2,550%,2,515%,2,645%,2,735%,2,965%,4,515%
31/01/2006,2,547%,2,603%,2,571%,2,701%,2,791%,3,021%,4,571%
28/02/2006,2,664%,2,702%,2,680%,2,810%,2,900%,3,130%,4,680%
31/03/2006,2,816%,2,877%,2,842%,2,972%,3,062%,3,292%,4,842%
28/04/2006
19/05/2006,2,852%
2,896%,2,911%
2,959%,2,878%
2,923%,3,008%
3,053%,3,098%
3,143%,3,328%
3,373%,4,878%
4,923%
