SERIE D,,,
VIDA MEDIA ESTIMADA,17,28,15,03,13,28
DURACIÓN ESTIMADA,11,64,10,59,9,71
VENCIMIENTO ESTIMADO,18/07/2024,18/04/2022,18/07/2020
TIR,4,6573%,4,6573%,4,6573%
