SERIE E,,,
VIDA MEDIA ESTIMADA,17,28,15,03,13,28
DURACIÓN ESTIMADA,10,30,9,48,8,77
VENCIMIENTO ESTIMADO,18/07/2024,18/04/2022,18/07/2020
TIR,6,2491%,6,2491%,6,2491%
