TIPOS DE INTERÉS DE REFERENCIA DE LOS PRÉSTAMOS
Principal pendiente Préstamos
(miles de euros salvo
el total, en euros) % nº %
MIBOR HIPOTECARIO 1 año 21.224,98 0,72 239 1,33%
IRPH TOTAL ENTIDADES 256.476,93 8,68 1.837 10,33%
EURIBOR HIPOTECARIO 1 año 2.677.955,86 90,58 15.700 88,25%
OTROS 737,91 0,02 6 0,03%
Totales: 2.956.395.725,76 € 100,00 17.782 100%
